strain,date,country,division,url,author,accession
V1571,10/20/2014,Guinea,Forecariah,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534566
V1250,10/4/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534585
V1027,9/18/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534577
V1651,10/24/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534570
EM_COY_2015_015980,4/20/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_015980
CON-8559,6/21/2015,Guinea,Conakry,,Quick et al,CON-8559
EM_GUI_2015_004674,3/26/2015,Guinea,Siguiri,,Quick et al,EM_GUI_2015_004674
EM_COY_2015_013671,3/12/2015,Guinea,Coyah,,Quick et al,EM_COY_2015_013671
14748_EML,4/19/2015,Sierra Leone,Kambia,,Arias et al,KU296769
PL5260,3/23/2015,Sierra Leone,Kambia,,Arias et al,KU296591
PL6070,4/11/2015,Sierra Leone,Kambia,,Arias et al,KU296614
EM_COY_2015_013962,3/22/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_013962
EM_FORE_2015_1415,7/20/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1415
EM-FORE_2015_1160,7/13/2015,Guinea,Forecariah,,Quick et al,EM-FORE_2015_1160
EM_COY_2015_016278,5/5/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_016278
EM_FORE_2015_934,6/23/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_934
EM-FORE-2015-669,6/5/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-669
EM_FORE_2015_697,6/7/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_697
EM_FORE_2015_1024,6/29/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1024
EM-FORE-2015-631,6/2/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-631
EM_FORE_2015_696,6/7/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_696
EM_FORE_2015_896,6/20/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_896
EM-FORE-2015-548,5/27/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-548
EM_FORE_2015_781,6/13/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_781
EM-FORE-2015-664,6/4/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-664
EM_FORE_2015_695,6/7/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_695
EM_FORE_2015-1971,8/14/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015-1971
EM_COY_2015_017174,5/30/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_017174
EM-FORE-2015-1414,7/13/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-1414
CON-10786,8/17/2015,Guinea,Conakry,,Quick et al,CON-10786
EM_FORE_2015_1437,7/15/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1437
EM_FORE_2015_1023,6/29/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1023
EM_FORE_2015_1079,7/1/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1079
EM_FORE_2015_1076,7/1/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1076
EM-FORE-2015-838,6/16/2015,Guinea,Forecariah,,Quick et al,EM-FORE-2015-838
CON-8811,6/27/2015,Guinea,Dubreka,,Quick et al,CON-8811
EM_FORE_2015_1047,6/30/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1047
REDC-GUI-2015-00497,7/12/2015,Guinea,Conakry,,Quick et al,REDC-GUI-2015-00497
EM_FORE_2015_1140,7/3/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1140
EM_COY_2015_022059,7/2/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_022059
EM_FORE_2015_1118,7/2/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1118
EM_FORE_2015_1313,7/10/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_1313
EM_COY_2015_015972,4/20/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_015972
PL4094,2/27/2015,Sierra Leone,Kambia,,Arias et al,KU296476
EM_COY_2015_013795,3/16/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_013795
EM_COY_2015_014060,3/25/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_014060
EM_COY_2015_014370,4/7/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_014370
EM_COY_2015_016238,5/3/2015,Guinea,Forecariah,,Quick et al,EM_COY_2015_016238
14795_EMLK,4/25/2015,Sierra Leone,Kambia,,Arias et al,KU296737
PL4347,3/4/2015,Sierra Leone,Kambia,,Arias et al,KU296720
PL5428,3/27/2015,Sierra Leone,Kambia,,Arias et al,KU296532
PL4872,3/16/2015,Sierra Leone,Kambia,,Arias et al,KU296419
14729_EML,4/18/2015,Sierra Leone,Kambia,,Arias et al,KU296392
PL5361,3/26/2015,Sierra Leone,Kambia,,Arias et al,KU296415
PL5803,4/4/2015,Sierra Leone,Kambia,,Arias et al,KU296795
14859_EMLK,4/30/2015,Sierra Leone,Kambia,,Arias et al,KU296438
PL6158,4/13/2015,Sierra Leone,Kambia,,Arias et al,KU296308
PL5801,4/4/2015,Sierra Leone,Kambia,,Arias et al,KU296844
14723_EML,4/18/2015,Sierra Leone,Kambia,,Arias et al,KU296541
14750_EML,4/20/2015,Sierra Leone,Kambia,,Arias et al,KU296459
EM_COY_2015_016267,5/4/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016267
EM_COY_2015_015815,4/14/2015,Guinea,Fria,,Quick et al,EM_COY_2015_015815
EM_COY_2015_015986,4/20/2015,Guinea,Fria,,Quick et al,EM_COY_2015_015986
EM_COY_2015_023888,9/15/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_023888
EM_COY_2015_017240,5/31/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017240
EM_COY_2015_017865,6/18/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017865
EM_COY_2015_016456,5/12/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016456
EM_COY_2015_016531,5/14/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016531
EM_COY_2015_016617,5/16/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016617
IPDPFHguineaSP_GUI_2015_5038,4/1/2015,Guinea,Conakry,,Quick et al,IPDPFHguineaSP_GUI_2015_5038
EM_COY_2015_023747,9/9/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_023747
REDC_GUI_2015_01285,8/24/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_01285
REDC-GUI-2015-00502,7/13/2015,Guinea,Conakry,,Quick et al,REDC-GUI-2015-00502
EM_COY_2015_017057,5/27/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017057
EM_COY_2015_017666,6/12/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017666
EM_COY_2015_017787,6/16/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017787
EM_COY_2015_017788,6/16/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017788
EM_COY_2015_016414,5/11/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016414
EM_COY_2015_017135,5/29/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017135
REDC_GUI_2015_00494B,7/12/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_00494B
REDC_GUI_2015_00589,7/15/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_00589
EM_COY_2015_016515,5/14/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016515
EM_COY_2015_016800,5/20/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_016800
EM_COY_2015_017238,5/31/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017238
REDC_GUI_2015_00545,7/15/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_00545
REDC_GUI_2015_00483,7/12/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_00483
EM_COY_2015_017664,6/12/2015,Guinea,Dubreka,,Quick et al,EM_COY_2015_017664
REDC_GUI_2015_00576,7/17/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_00576
REDC-GUI-2015-00402,7/8/2015,Guinea,Conakry,,Quick et al,REDC-GUI-2015-00402
CON-11010,8/23/2015,Guinea,Conakry,,Quick et al,CON-11010
REDC_GUI_2015_01165,8/18/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_01165
CON-10512,8/11/2015,Guinea,Conakry,,Quick et al,CON-10512
CON-10193,8/3/2015,Guinea,Conakry,,Quick et al,CON-10193
CON-10590,8/13/2015,Guinea,Conakry,,Quick et al,CON-10590
REDC_GUI_2015_01323,8/27/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_01323
REDC_GUI_2015_01408,9/1/2015,Guinea,Conakry,,Quick et al,REDC_GUI_2015_01408
EM_FORE_2015-2531,9/26/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015-2531
EM_FORE_2015-2417,9/15/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015-2417
EM_FORE_2015-2547,9/26/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015-2547
EM_FORE_2015-2533,9/26/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015-2533
EM_FORE_2015_2878,10/24/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_2878
EM_FORE_2015_2781,10/13/2015,Guinea,Forecariah,,Quick et al,EM_FORE_2015_2781
REDC_GUI_2015_02242,10/24/2015,Guinea,Forecariah,,Quick et al,REDC_GUI_2015_02242
G3825,6/16/2014,Sierra Leone,Kailahun,,Gire et al (https://www.ncbi.nlm.nih.gov/pubmed/25214632),KM233098
G3851,6/18/2014,Sierra Leone,Kenema,,Gire et al (https://www.ncbi.nlm.nih.gov/pubmed/25214632),KM233112
G3851.2,6/18/2014,Sierra Leone,Kenema,,Goba et al,KR105202
G3889.1,6/19/2014,Sierra Leone,Kenema,,Goba et al,KR105205
G4423.1,7/19/2014,Sierra Leone,Kailahun,,Goba et al,KR105251
G4431.1,7/20/2014,Sierra Leone,Bo,,Goba et al,KR105253
V20140590,9/7/2014,Sierra Leone,Kenema,,Whitmer et al A,KR653278
G4347.1,7/15/2014,Sierra Leone,Kenema,,Goba et al,KR105240
G4264.1,7/11/2014,Sierra Leone,Kenema,,Goba et al,KR105228
V505,7/24/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534507
V509,7/24/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534508
V573,8/2/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534511
G4465.1,8/5/2014,Sierra Leone,Kenema,,Goba et al,KR105259
V657,8/16/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534515
V786,8/28/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534521
V976,9/14/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534525
V1215,10/2/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534584
V1043,9/19/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534527
V1105,9/24/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534579
V701,8/22/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534519
V787,8/28/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534522
V678,8/19/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534516
J0021,9/29/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759756
V742,8/26/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534587
V740,8/26/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534520
V1081,9/22/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534532
V1059,9/21/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534529
KT2669,12/13/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296726
KT4715,2/6/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296707
G5982.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105332
J0061,10/10/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759637
G5986.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105335
G5988.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105336
J0142,11/3/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759690
KT2315,12/2/2014,Sierra Leone,Port Loko,,Arias et al,KU296812
KT2316,12/2/2014,Sierra Leone,Port Loko,,Arias et al,KU296774
J0018,9/30/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759644
G4956.1,8/13/2014,Sierra Leone,Tonkolili,,Goba et al,KR105282
J0115,10/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759597
J0114,10/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759596
J0164,11/9/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759623
77582_EMLK,1/3/2015,Sierra Leone,Western Urban,,Arias et al,KU296816
77594_EMLK,1/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296343
77706_EMLK,1/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296572
G4972.1,8/14/2014,Sierra Leone,Kenema,,Goba et al,KR105285
V20140433,9/3/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653246
J0029,9/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759688
V20141288,9/23/2014,Sierra Leone,Port Loko,,Whitmer et al A,KR653232
375_EMLH,1/21/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296813
J0011,9/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759641
J0030,10/3/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759606
J0012,9/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759642
V20143036,10/24/2014,Sierra Leone,Port Loko,,Whitmer et al A,KR653285
J0014,9/29/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759740
KT5243,2/22/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296736
J0013,9/28/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759643
J0049,10/7/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759717
J0163,11/8/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759702
75688_EMLH,1/14/2015,Sierra Leone,Western Rural,,Arias et al,KU296672
Makona-GE1,11/21/2014,Sierra Leone,Western Area,,Schibler et al,KP728283
PL4126,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296478
PL4322,3/5/2015,Sierra Leone,Port Loko,,Arias et al,KU296677
PL4784,3/14/2015,Sierra Leone,Port Loko,,Arias et al,KU296660
PL4125,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296471
PL4121,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296305
PL4127,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296529
PL4123,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296752
PL4256,3/3/2015,Sierra Leone,Port Loko,,Arias et al,KU296509
PL4561,3/10/2015,Sierra Leone,Port Loko,,Arias et al,KU296725
PL4028,2/26/2015,Sierra Leone,Port Loko,,Arias et al,KU296552
PL5201,3/23/2015,Sierra Leone,Port Loko,,Arias et al,KU296612
G4996.1,8/15/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105290
MK1000,1/10/2015,Sierra Leone,Bombali,,Arias et al,KU296384
V20141960,10/9/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653283
MK0709,12/31/2014,Sierra Leone,Tonkolili,,Arias et al,KU296373
J0123,11/1/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759672
V20142127,10/12/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653234
V20141497,10/1/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653273
J0152,11/7/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759614
J0160,11/7/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759621
MK0375,12/22/2014,Sierra Leone,Bombali,,Arias et al,KU296606
KT4054,1/13/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296429
MK0766,1/2/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296777
V20145835,11/25/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653295
G5296.1,8/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105303
V1365,10/9/2014,Guinea,Forecariah,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534554
KT2641,12/12/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296709
466_EMLH,1/28/2015,Sierra Leone,Western Urban,,Arias et al,KU296433
MK4165,4/16/2015,Sierra Leone,Koinadugu,,Arias et al,KU296575
V20142856,10/24/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653302
MK0425,12/23/2014,Sierra Leone,Bombali,,Arias et al,KU296379
MK0085,12/10/2014,Sierra Leone,Bombali,,Arias et al,KU296738
J0020,9/25/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759755
J0096,10/27/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759654
MK1197,1/17/2015,Sierra Leone,Bombali,,Arias et al,KU296301
V20141232,9/25/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653266
J0017,9/26/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759747
J0022,9/25/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759757
J0019,9/25/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759754
V20142260,10/14/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653262
J0015,9/26/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759741
V20140134,8/26/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653227
V20143107,10/25/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653247
V20144192,11/8/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653238
V20142843,10/23/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653301
MK0368,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296718
MK0664,12/30/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296761
V20144837,11/14/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653259
V20146553,12/22/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653224
MK0575,12/28/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296681
G5295.1,8/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105302
MK0531,12/26/2014,Sierra Leone,Bombali,,Arias et al,KU296448
MK0869,1/5/2015,Sierra Leone,Bombali,,Arias et al,KU296534
MK0045,12/9/2014,Sierra Leone,Bombali,,Arias et al,KU296776
MK0367,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296770
MK0024,12/8/2014,Sierra Leone,Bombali,,Arias et al,KU296705
MK0551,12/27/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296717
MK0549,12/27/2014,Sierra Leone,Bombali,,Arias et al,KU296825
MK0379,12/22/2014,Sierra Leone,Bombali,,Arias et al,KU296480
MK0393,12/22/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296496
MK1036,1/11/2015,Sierra Leone,Bombali,,Arias et al,KU296834
MK0363,12/21/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296545
MK1202,1/17/2015,Sierra Leone,Bombali,,Arias et al,KU296581
MK0966,1/8/2015,Sierra Leone,Bombali,,Arias et al,KU296507
MK1014,1/10/2015,Sierra Leone,Bombali,,Arias et al,KU296316
MK0533,12/26/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296436
MK0366,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296320
MK0369,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296413
MK0392,12/22/2014,Sierra Leone,Bombali,,Arias et al,KU296691
MK0388,12/22/2014,Sierra Leone,Bombali,,Arias et al,KU296630
MK0584,12/28/2014,Sierra Leone,Bombali,,Arias et al,KU296339
MK0857,1/5/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296789
MK0491,12/23/2014,Sierra Leone,Bombali,,Arias et al,KU296510
MK1320,1/20/2015,Sierra Leone,Bombali,,Arias et al,KU296354
MK1782,2/6/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296792
MK1888,2/9/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296708
MK0365,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296406
MK0364,12/21/2014,Sierra Leone,Bombali,,Arias et al,KU296453
MK0433,12/23/2014,Sierra Leone,Bombali,,Arias et al,KU296845
MK0431,12/23/2014,Sierra Leone,Bombali,,Arias et al,KU296621
MK0434,12/23/2014,Sierra Leone,Bombali,,Arias et al,KU296554
MK0390,12/22/2014,Sierra Leone,Bombali,,Arias et al,KU296398
MK0607,12/28/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296335
G4748.1,8/5/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105270
EM_080265,7/12/2014,Sierra Leone,Kailahun,,Carroll et al (https://www.ncbi.nlm.nih.gov/pubmed/26083749),KR817244
G5304.1,8/28/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105304
J0055,10/6/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759723
V20141429,9/28/2014,Sierra Leone,Kono,,Whitmer et al A,KR653260
G5019.1,8/16/2014,Sierra Leone,Kenema,,Goba et al,KR105294
J0166,11/8/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759704
J0175,11/11/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759709
V20143659,11/3/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653256
V20142895,10/24/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653268
V20143648,11/3/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653253
V20143938,11/7/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653264
V20142551,10/23/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653226
MK2918,3/10/2015,Sierra Leone,Koinadugu,,Arias et al,KU296300
MK2656,3/3/2015,Sierra Leone,Koinadugu,,Arias et al,KU296577
MK3050,3/14/2015,Sierra Leone,Koinadugu,,Arias et al,KU296445
J0023,10/1/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759652
MK0020,12/8/2014,Sierra Leone,Bombali,,Arias et al,KU296551
V20143550,11/1/2014,Sierra Leone,Bombali,,Whitmer et al A,KR653228
MK13013,9/12/2015,Sierra Leone,Bombali,,Arias et al,KU296454
MK0574,12/28/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296332
MK0704,12/31/2014,Sierra Leone,Bombali,,Arias et al,KU296663
MK1156,1/15/2015,Sierra Leone,Bombali,,Arias et al,KU296605
MK0592,12/28/2014,Sierra Leone,Bombali,,Arias et al,KU296814
J0067,10/9/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759731
J0034,9/30/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759608
G4868.1,8/10/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105275
G6091.1,9/27/2014,Sierra Leone,Tonkolili,,Goba et al,KR105346
J0009,9/28/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759734
MK0725,1/1/2015,Sierra Leone,Bombali,,Arias et al,KU296629
J0027,10/2/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759678
MK0894,1/6/2015,Sierra Leone,Bombali,,Arias et al,KU296356
V20146578,12/26/2014,Sierra Leone,Koinadugu,,Whitmer et al A,KR653281
J0063,10/10/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759638
MK0864,1/5/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296334
V20143918,11/6/2014,Sierra Leone,Western Rural,,Whitmer et al A,KR653240
J0130,11/2/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759679
J0131,10/30/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759680
G6089.1,9/27/2014,Sierra Leone,Tonkolili,,Goba et al,KR105345
G6095.1,9/27/2014,Sierra Leone,Tonkolili,,Goba et al,KR105347
J0031,10/3/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759607
J0010,9/28/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759639
J0109,10/31/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759594
77585_EMLK,1/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296734
J0162,11/9/2014,Sierra Leone,Kambia,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759622
J0128,10/31/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759677
